220523198201244933,卫高俊,,19820124,16,2,1,13542211016,020-81001016,buu1016@163.com,1,小米1016,北京10161,020-83001016,研发部,开发人员,3,15.1016,13542211516,1,20.1016,卫高俊1016,
220523197604136537,傅怡悦,,19760413,17,2,1,13542211017,020-81001017,buu1017@163.com,1,小米1017,北京10171,020-83001017,研发部,开发人员,3,15.1017,13542211517,1,20.1017,傅怡悦1017,
360481197307264953,何黎昕,,19730726,18,2,1,13542211018,020-81001018,buu1018@163.com,1,小米1018,北京10181,020-83001018,研发部,开发人员,3,15.1018,13542211518,1,20.1018,何黎昕1018,
360481198201282998,唐睿渊,,19820128,19,2,1,13542211019,020-81001019,buu1019@163.com,1,小米1019,北京10191,020-83001019,研发部,开发人员,3,15.1019,13542211519,1,20.1019,唐睿渊1019,
36048119760428861X,孔俊豪,,19760428,20,2,1,13542211020,020-81001020,buu1020@163.com,1,小米1020,北京10201,020-83001020,研发部,开发人员,3,15.1020,13542211520,1,20.1020,孔俊豪1020,
360481197605257516,姜怡畅,,19760525,21,2,1,13542211021,020-81001021,buu1021@163.com,1,小米1021,北京10211,020-83001021,研发部,开发人员,3,15.1021,13542211521,1,20.1021,姜怡畅1021,
360481198809255816,傅明睿,,19880925,22,2,1,13542211022,020-81001022,buu1022@163.com,1,小米1022,北京10221,020-83001022,研发部,开发人员,3,15.1022,13542211522,1,20.1022,傅明睿1022,
360481198707289476,卜杰伟,,19870728,23,2,1,13542211023,020-81001023,buu1023@163.com,1,小米1023,北京10231,020-83001023,研发部,开发人员,3,15.1023,13542211523,1,20.1023,卜杰伟1023,
36048119720220433X,魏鸿涛,,19720220,24,2,1,13542211024,020-81001024,buu1024@163.com,1,小米1024,北京10241,020-83001024,研发部,开发人员,3,15.1024,13542211524,1,20.1024,魏鸿涛1024,
360481199007127913,周越彬,,19900712,25,2,1,13542211025,020-81001025,buu1025@163.com,1,小米1025,北京10251,020-83001025,研发部,开发人员,3,15.1025,13542211525,1,20.1025,周越彬1025,
360481197309107935,邹立诚,,19730910,26,2,1,13542211026,020-81001026,buu1026@163.com,1,小米1026,北京10261,020-83001026,研发部,开发人员,3,15.1026,13542211526,1,20.1026,邹立诚1026,
360481197309193159,施泽洋,,19730919,27,2,1,13542211027,020-81001027,buu1027@163.com,1,小米1027,北京10271,020-83001027,研发部,开发人员,3,15.1027,13542211527,1,20.1027,施泽洋1027,
360481199005219654,余怡悦,,19900521,28,2,1,13542211028,020-81001028,buu1028@163.com,1,小米1028,北京10281,020-83001028,研发部,开发人员,3,15.1028,13542211528,1,20.1028,余怡悦1028,
360481197001185152,鲁雅畅,,19700118,29,2,1,13542211029,020-81001029,buu1029@163.com,1,小米1029,北京10291,020-83001029,研发部,开发人员,3,15.1029,13542211529,1,20.1029,鲁雅畅1029,
360481198209167257,王明睿,,19820916,30,2,1,13542211030,020-81001030,buu1030@163.com,1,小米1030,北京10301,020-83001030,研发部,开发人员,3,15.1030,13542211530,1,20.1030,王明睿1030,
360481197806209035,常新荣,,19780620,31,2,1,13542211031,020-81001031,buu1031@163.com,1,小米1031,北京10311,020-83001031,研发部,开发人员,3,15.1031,13542211531,1,20.1031,常新荣1031,
360481197303135396,吕怡宁,,19730313,32,2,1,13542211032,020-81001032,buu1032@163.com,1,小米1032,北京10321,020-83001032,研发部,开发人员,3,15.1032,13542211532,1,20.1032,吕怡宁1032,
360481197701184214,喻伟诚,,19770118,33,2,1,13542211033,020-81001033,buu1033@163.com,1,小米1033,北京10331,020-83001033,研发部,开发人员,3,15.1033,13542211533,1,20.1033,喻伟诚1033,
36048119730928419X,郎雄博,,19730928,34,2,1,13542211034,020-81001034,buu1034@163.com,1,小米1034,北京10341,020-83001034,研发部,开发人员,3,15.1034,13542211534,1,20.1034,郎雄博1034,
